title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,hasFemaleDirector,hasFemaleWriter,primaryDirGender,primaryWriterGender
"Girl Was Young, The",1937,29811.0,7317,3,6.8,10901.0,83,Crime,Mystery,Romance,0,1,M,F
Marked Woman,1937,29217.0,7877,3,7.1,4850.0,96,Crime,Film-Noir,Thriller,0,0,M,M
"Bizarre, Bizarre",1937,27552.0,8473,3,7.4,1971.0,84,Comedy,,,0,0,M,unknown
"Life of Emile Zola, The",1937,29146.0,8478,1,7.2,9046.0,116,Biography,Drama,,0,0,M,M
Wee Willie Winkie,1937,29751.0,10352,3,6.9,1944.0,100,Adventure,Family,,0,0,M,M
Captains Courageous,1937,28691.0,10838,0,7.9,10957.0,117,Adventure,Drama,Family,0,0,M,unknown
Carefree,1938,29971.0,594,2,7.0,4322.0,83,Comedy,Musical,Romance,0,1,M,M
"Lady Vanishes, The",1938,30341.0,620,3,7.7,57316.0,96,Mystery,Thriller,,0,1,M,F
Holiday,1938,30241.0,994,3,7.7,18285.0,95,Comedy,Romance,,0,0,M,M
"Dawn Patrol, The",1938,30044.0,1238,0,7.5,3434.0,103,Drama,War,,0,0,M,unknown
Jezebel,1938,30287.0,1367,2,7.4,15092.0,104,Drama,Romance,,0,0,M,unknown
"Sisters, The",1938,30755.0,1378,2,6.7,2132.0,99,Drama,,,0,0,M,M
Boys Town,1938,29942.0,2467,0,7.2,6368.0,96,Biography,Drama,Family,0,1,M,M
"Mr. Wong, Detective",1938,30473.0,2590,1,6.0,1237.0,69,Adventure,Crime,Drama,0,0,M,M
"Adventures of Robin Hood, The",1938,29843.0,3103,2,7.9,54600.0,102,Action,Adventure,Romance,0,0,M,M
Bluebeard&#39;s Eighth Wife,1938,29929.0,3283,2,7.2,4557.0,85,Comedy,Romance,,0,0,M,M
Bringing Up Baby,1938,29947.0,3400,3,7.8,66239.0,102,Comedy,,,0,1,M,M
Four Daughters,1938,30149.0,3951,3,6.9,2236.0,90,Drama,Music,Romance,0,1,M,M
"Mad Miss Manton, The",1938,30396.0,4495,3,6.7,2832.0,80,Comedy,Mystery,,1,0,F,M
"Baker&#39;s Wife, The",1938,30127.0,6042,1,7.5,2407.0,133,Comedy,Drama,,0,0,M,M
Angels with Dirty Faces,1938,29870.0,7290,1,7.9,23265.0,97,Crime,Drama,Film-Noir,0,0,M,M
"Wizard of Oz, The",1939,32138.0,174,3,8.1,429727.0,102,Adventure,Family,Fantasy,0,1,M,M
Gone with the Wind,1939,31381.0,291,3,8.2,335064.0,238,Drama,Romance,War,0,1,M,F
Dodge City,1939,31235.0,383,2,7.1,5782.0,104,Western,,,0,0,M,M
"Women, The",1939,32143.0,588,3,7.7,14945.0,133,Comedy,Drama,,0,1,M,F
Stagecoach,1939,31971.0,593,3,7.8,53965.0,96,Adventure,Drama,Western,0,0,M,M
Wuthering Heights,1939,32145.0,1239,2,7.5,19819.0,104,Drama,Romance,,0,1,M,M
"Goodbye, Mr. Chips",1939,31385.0,1245,2,7.9,11621.0,114,Drama,Romance,,0,1,M,unknown
Ninotchka,1939,31725.0,1259,3,7.8,22970.0,110,Comedy,Romance,,0,0,M,M
Juarez,1939,31516.0,1368,2,6.9,2558.0,125,Biography,Drama,History,0,0,M,M
Dark Victory,1939,31210.0,1370,3,7.4,12427.0,104,Drama,Romance,,0,0,M,unknown
Essex and Elizabeth,1939,31826.0,1371,2,7.0,6179.0,106,Biography,Drama,History,0,0,M,M
Young Mr. Lincoln,1939,32155.0,1382,2,7.5,9192.0,100,Biography,Drama,History,0,1,M,M
Jesse James,1939,31507.0,1383,2,7.0,4967.0,106,Western,,,0,0,M,unknown
Drums Along the Mohawk,1939,31252.0,1384,2,7.0,6812.0,104,Drama,Romance,War,0,1,M,M
"Story of Alexander Graham Bell, The",1939,31981.0,1385,2,7.0,1198.0,98,Biography,Drama,History,0,0,M,M
"Flying Deuces, The",1939,31322.0,1973,0,6.7,5755.0,69,Comedy,Family,War,0,0,unknown,M
"Hunchback of Notre Dame, The",1939,31455.0,2086,0,7.8,12316.0,116,Drama,Romance,,0,1,M,M
At the Circus,1939,31060.0,2372,2,6.8,6482.0,87,Comedy,Musical,,0,1,M,M
"Gorilla, The",1939,31387.0,2555,3,4.8,1680.0,66,Comedy,Horror,,0,1,M,M
Mr. Wong in Chinatown,1939,31680.0,2622,1,5.8,952.0,71,Adventure,Crime,Drama,0,0,M,M
Of Mice and Men,1939,31742.0,2851,1,7.8,6883.0,106,Adventure,Drama,,0,0,M,M
"Rules of the Game, The",1939,31885.0,3089,3,7.9,31414.0,110,Comedy,Drama,,0,0,M,M
Babes in Arms,1939,31066.0,3723,3,6.3,2854.0,94,Comedy,Musical,,0,1,unknown,M
Destry Rides Again,1939,31225.0,5634,3,7.6,12586.0,95,Comedy,Western,,0,1,M,M
Nancy Drew... Reporter,1939,31709.0,5763,3,6.5,1466.0,68,Comedy,Crime,Family,0,1,M,M
"Adventures of Sherlock Holmes, The",1939,31022.0,5863,3,7.3,7487.0,85,Crime,Mystery,Thriller,0,0,M,M
Mr. Smith Goes to Washington,1939,31679.0,5946,2,8.1,121631.0,129,Comedy,Drama,,0,0,M,M
Jamaica Inn,1939,31505.0,7322,3,6.3,11220.0,98,Adventure,Crime,,0,1,M,F
Le jour se l&egrave;ve,1939,31514.0,8098,2,7.7,8290.0,93,Crime,Drama,Romance,0,0,M,M
Gulliver&#39;s Travels,1939,31397.0,8511,0,6.6,4863.0,76,Adventure,Animation,Comedy,0,0,M,M
Love Affair,1939,31593.0,9038,3,7.3,6453.0,88,Comedy,Drama,Romance,0,1,M,M
Gunga Din,1939,31398.0,10848,0,7.2,12827.0,117,Adventure,Comedy,War,0,0,M,M
Only Angels Have Wings,1939,31762.0,10880,2,7.6,15711.0,121,Adventure,Drama,Romance,0,1,M,M
Pinocchio,1940,32910.0,478,1,7.5,160291.0,88,Adventure,Animation,Comedy,0,0,M,M
Rebecca,1940,32976.0,618,3,8.1,147135.0,130,Drama,Mystery,Romance,0,1,M,F
"Thief of Bagdad, The",1940,33152.0,1265,0,7.4,14549.0,106,Adventure,Family,Fantasy,0,0,M,M
Comrade X,1940,32349.0,1355,2,6.5,1838.0,104,Comedy,Romance,,0,0,M,M
Boom Town,1940,32273.0,1356,1,7.0,3832.0,119,Drama,Romance,Western,0,0,M,M
Strange Cargo,1940,33105.0,1357,0,6.9,2999.0,113,Adventure,Drama,Romance,0,1,M,M
"Return of Frank James, The",1940,32983.0,1366,0,6.6,3693.0,92,Drama,Western,,0,0,M,M
"All This, and Heaven Too",1940,32194.0,1373,2,7.4,5399.0,141,Drama,Romance,,0,1,M,F
"Letter, The",1940,32701.0,1380,2,7.5,14636.0,95,Crime,Drama,Film-Noir,0,0,M,unknown
"Grapes of Wrath, The",1940,32551.0,1387,3,8.1,100202.0,129,Drama,,,0,0,M,unknown
"Mortal Storm, The",1940,32811.0,1501,3,7.7,6113.0,100,Drama,,,0,1,M,F
A Chump at Oxford,1940,32339.0,1975,0,7.2,4312.0,62,Comedy,Family,,0,0,M,M
"Ape, The",1940,32215.0,2556,3,4.6,2071.0,62,Horror,,,0,0,M,M
Santa Fe Trail,1940,33021.0,2678,1,6.2,4174.0,110,Drama,War,Western,0,0,M,M
His Girl Friday,1940,32599.0,3033,3,7.8,63322.0,92,Comedy,Drama,Romance,0,0,M,M
"Sea Hawk, The",1940,33028.0,3050,3,7.6,10785.0,127,Action,Adventure,History,0,0,M,M
"Great Dictator, The",1940,32553.0,3470,3,8.4,237891.0,125,Comedy,Drama,War,0,0,M,M
Pride and Prejudice,1940,32943.0,4257,3,7.4,9244.0,118,Drama,Romance,,0,1,M,M
Primrose Path,1940,32946.0,4354,3,6.8,1823.0,93,Drama,Mystery,Romance,0,1,M,M
Chamber of Horrors / Door with the Seven Locks,1940,32406.0,4363,2,5.5,718.0,79,Drama,Horror,Mystery,0,0,M,M
"Dance, Girl, Dance",1940,32376.0,4415,3,6.8,3092.0,90,Comedy,Drama,Music,1,1,F,F
"Philadelphia Story, The",1940,32904.0,4943,3,7.9,74022.0,112,Comedy,Romance,,0,0,M,M
Fantasia,1940,32455.0,5039,0,7.7,104263.0,124,Animation,Family,Fantasy,0,1,M,M
Anne Of Windy Poplars,1940,32211.0,5320,3,6.4,219.0,86,Drama,Romance,,0,1,M,M
Gaslight,1940,31359.0,5773,3,7.3,5309.0,84,Mystery,Thriller,,0,1,unknown,M
"Last Alarm, The",1940,32690.0,5802,3,5.6,228.0,61,Action,Adventure,Crime,0,0,M,M
Foreign Correspondent,1940,32484.0,7311,1,7.4,23797.0,120,Action,Romance,Thriller,0,1,M,M
"Shop Around the Corner, The",1940,33045.0,7861,3,8.0,38666.0,99,Comedy,Drama,Romance,0,0,M,M
Knute Rockne All American,1940,32676.0,8480,1,6.7,2159.0,98,Biography,Drama,Family,0,0,M,M
Dumbo,1941,33563.0,1117,2,7.2,142420.0,64,Adventure,Animation,Drama,0,1,M,M
"Maltese Falcon, The",1941,33870.0,1230,1,8.0,166912.0,100,Crime,Film-Noir,Mystery,0,0,M,M
Citizen Kane,1941,33467.0,1266,1,8.3,466884.0,119,Drama,Mystery,,0,1,M,M
Two-Faced Woman,1941,34328.0,1331,2,6.2,1984.0,90,Comedy,Mystery,Romance,0,1,M,unknown
"Little Foxes, The",1941,33836.0,1372,2,7.9,13149.0,116,Drama,Romance,,0,1,M,F
"Lady Eve, The",1941,33804.0,1386,2,7.7,23440.0,94,Comedy,Romance,,0,0,M,unknown
"Shanghai Gesture, The",1941,34175.0,1512,3,6.6,2970.0,95,Crime,Drama,Film-Noir,0,0,M,M
"Devil and Miss Jones, The",1941,33533.0,1682,3,7.6,4792.0,92,Comedy,Romance,,0,0,M,M
Mr. Bug Goes to Town,1941,33727.0,1941,1,6.9,1410.0,78,Animation,Comedy,Family,0,0,M,M
High Sierra,1941,33717.0,2410,1,7.5,19306.0,100,Action,Adventure,Drama,0,0,M,M
"Wolf Man, The",1941,34398.0,2436,2,7.2,30813.0,70,Horror,Mystery,Romance,0,0,M,M
Cheers for Miss Bishop,1941,33459.0,2446,3,6.5,831.0,95,Drama,Romance,,0,1,unknown,F
Men of Boys Town,1941,33902.0,2468,1,6.6,1239.0,106,Drama,,,0,0,M,M
49th Parallel,1941,33627.0,2867,0,7.3,7692.0,123,Drama,Thriller,War,0,0,M,M
Buck Privates,1941,33436.0,2906,3,7.0,4738.0,84,Comedy,Musical,War,0,0,M,M
Hold That Ghost,1941,33723.0,2910,3,7.3,4275.0,86,Comedy,Crime,Horror,0,0,M,M
Meet John Doe,1941,33891.0,3717,3,7.6,14948.0,122,Comedy,Drama,Romance,0,0,M,M
Sullivan&#39;s Travels,1941,34240.0,4359,3,7.9,28585.0,90,Adventure,Comedy,Drama,0,0,M,M
Murder by Invitation,1941,33928.0,6171,3,5.8,502.0,67,Comedy,Crime,Drama,0,0,M,M
Ladies In Retirement,1941,33802.0,6318,1,7.1,1814.0,91,Crime,Drama,Film-Noir,0,0,M,M
Suspicion,1941,34248.0,7329,3,7.3,42588.0,99,Film-Noir,Mystery,Thriller,0,1,M,M
Sun valley serenade,1941,34241.0,8625,0,7.1,1959.0,86,Comedy,,,0,1,unknown,M
How Green Was My Valley,1941,33729.0,8983,3,7.7,26598.0,118,Drama,Family,,0,0,M,M
"Reluctant Dragon, The",1941,34091.0,9025,3,6.7,3828.0,74,Animation,Comedy,Family,0,0,M,M
King of the Zombies,1941,33787.0,9192,3,5.2,2512.0,67,Adventure,Comedy,Horror,0,0,M,M
Ball of Fire,1941,33373.0,10347,2,7.7,14122.0,111,Comedy,Romance,,0,0,M,M
"Major and the Minor, The",1942,35019.0,681,3,7.4,7665.0,100,Comedy,Romance,,0,1,M,M
"Now, Voyager",1942,35140.0,689,3,7.9,19074.0,117,Drama,Romance,,0,1,M,unknown
Casablanca,1942,34583.0,1076,1,8.5,607539.0,102,Drama,Romance,War,0,1,M,M
Bambi,1942,34492.0,1116,1,7.3,154467.0,69,Adventure,Animation,Drama,0,1,M,M
"Magnificent Ambersons, The",1942,35015.0,1289,2,7.6,26840.0,88,Drama,Romance,,0,0,M,unknown
Son of Fury: The Story of Benjamin Blake,1942,35360.0,1388,1,7.1,1838.0,98,Drama,Romance,,0,0,M,M
For Me and My Gal,1942,34746.0,1675,3,7.0,3851.0,104,Musical,Romance,War,0,0,unknown,M
I Married an Angel,1942,34882.0,1686,3,5.7,571.0,84,Comedy,Fantasy,Musical,0,1,unknown,F
Cat People,1942,34587.0,2708,3,7.2,26082.0,73,Fantasy,Horror,Thriller,0,0,M,unknown
Black Dragons,1942,34521.0,3518,0,4.3,1275.0,64,Thriller,War,,0,0,M,M
There Was a Father,1942,34591.0,3789,0,7.6,3167.0,94,Drama,,,0,0,unknown,M
Tales of Manhattan,1942,35415.0,3875,2,7.3,2519.0,118,Comedy,Drama,Romance,0,0,M,M
"Man Who Came to Dinner, The",1942,33874.0,4475,3,7.5,8989.0,112,Comedy,Romance,,0,0,M,M
Woman of the Year,1942,35567.0,4870,3,7.1,11036.0,114,Comedy,Drama,Romance,0,0,M,unknown
To Be or Not to Be,1942,35446.0,5303,0,8.1,43237.0,99,Comedy,Romance,War,0,0,M,M
Sherlock Holmes and the Secret Weapon,1942,35317.0,5859,1,6.5,6672.0,68,Adventure,Crime,Drama,0,0,M,M
Saboteur,1942,35279.0,5938,1,7.1,28043.0,109,Thriller,War,,0,1,M,M
Mrs. Miniver,1942,35093.0,6384,3,7.6,19518.0,134,Drama,Romance,War,0,1,M,M
"Corpse Vanishes, The",1942,34613.0,7697,1,4.6,3521.0,64,Horror,Sci-Fi,,0,0,M,M
"Gay Sisters, The",1942,34770.0,10343,3,6.6,822.0,110,Drama,Romance,,0,1,M,F
Old Acquaintance,1943,36230.0,1374,3,7.4,3871.0,110,Drama,Romance,,0,1,M,M
Watch on the Rhine,1943,36515.0,1375,3,7.1,4987.0,114,Drama,Thriller,,0,1,M,unknown
Girl Crazy,1943,35942.0,1691,1,6.8,2246.0,99,Comedy,Musical,,0,1,M,M
I Walked with a Zombie,1943,36027.0,1955,3,7.0,13697.0,69,Drama,Fantasy,Horror,0,1,M,M
"Sky&#39;s the Limit, The",1943,36363.0,1959,1,6.3,1226.0,89,Comedy,Musical,Romance,0,1,M,M
Sahara,1943,36323.0,1987,0,7.5,9816.0,97,Action,Drama,War,0,0,unknown,M
Guadalcanal Diary,1943,35957.0,1988,0,6.6,2285.0,93,Drama,War,,0,0,M,M
Tender Comrade,1943,36418.0,2407,3,6.2,1007.0,102,Drama,Romance,War,0,0,M,M
Day of Wrath,1943,36506.0,3753,3,8.1,11129.0,110,Drama,History,,0,0,M,M
"Life and Death of Colonel Blimp, The",1943,36112.0,3839,2,8.0,16428.0,163,Drama,Romance,War,0,0,M,M
Le Corbeau: The Raven,1943,35753.0,3890,3,7.8,10926.0,92,Crime,Drama,Mystery,0,0,unknown,M
Shadow of a Doubt,1943,36342.0,4617,3,7.8,70683.0,108,Film-Noir,Thriller,,0,1,M,unknown
Judo Saga (Sanshiro Sugata),1943,36400.0,4699,0,6.7,5653.0,79,Action,Adventure,Drama,0,0,M,M
Cry &#39;Havoc&#39;,1943,35770.0,5209,3,6.9,1221.0,97,Drama,War,,0,1,M,M
Fires Were Started,1943,35881.0,5554,0,6.4,1331.0,63,Drama,War,,0,0,M,M
"Ox-Bow Incident, The",1943,36244.0,6310,1,8.0,25016.0,75,Drama,Western,,0,0,M,M
So Proudly We Hail!,1943,36367.0,6315,3,7.4,2096.0,126,Drama,Romance,War,0,1,M,M
Jane Eyre,1943,36969.0,6781,3,7.5,9532.0,97,Drama,Romance,,0,1,M,F
"More the Merrier, The",1943,36172.0,7410,1,7.6,7495.0,104,Comedy,,,0,0,M,M
La main du diable,1943,35017.0,7475,1,7.3,1800.0,80,Fantasy,Horror,,0,0,M,M
Angels of Sin,1943,35636.0,7834,3,7.3,1776.0,80,Drama,,,0,0,M,M
"Seventh Victim, The",1943,36341.0,8090,3,6.7,7590.0,71,Drama,Horror,Mystery,0,0,M,M
China,1943,35735.0,8501,3,6.6,639.0,79,Drama,War,,0,0,M,M
Ossessione,1943,35160.0,8801,1,7.6,8306.0,140,Crime,Drama,Romance,0,0,unknown,unknown
Millions Like Us,1943,36160.0,10283,3,6.8,1110.0,103,Drama,War,,0,0,M,M
Heaven Can Wait,1943,35979.0,10778,3,7.3,12413.0,112,Comedy,Drama,Fantasy,0,1,M,M
Arsenic and Old Lace,1944,36613.0,201,3,7.9,75067.0,118,Comedy,Crime,Thriller,0,0,M,M
Mr. Skeffington,1944,37094.0,1376,2,7.6,6704.0,146,Drama,Romance,,0,1,M,M
Double Indemnity,1944,36775.0,1416,3,8.3,167867.0,107,Crime,Drama,Film-Noir,0,0,M,M
Meet Me in St. Louis,1944,37059.0,1676,3,7.5,27736.0,113,Comedy,Drama,Family,1,1,F,M
Hail the Conquering Hero,1944,36891.0,1683,2,7.6,5154.0,101,Comedy,War,,0,0,M,M
Torment,1944,36914.0,2045,0,7.3,3777.0,95,Drama,Romance,,0,0,M,M
Window in the Window,1944,37469.0,2181,1,7.6,17837.0,107,Crime,Drama,Film-Noir,0,0,M,unknown
Laura,1944,37008.0,2715,3,7.9,51686.0,88,Drama,Film-Noir,Mystery,0,1,M,F
Cover Girl,1944,36723.0,3134,3,6.7,5958.0,107,Comedy,Music,Musical,0,1,M,F
Since You Went Away,1944,37280.0,3154,3,7.5,5103.0,177,Drama,Romance,War,0,1,M,F
To Have and Have Not,1944,37382.0,3245,3,7.8,38082.0,100,Adventure,Comedy,Film-Noir,0,0,M,M
I&#39;ll Be Seeing You,1944,36940.0,3279,3,7.1,2527.0,85,Drama,Family,Romance,0,1,M,F
National Velvet,1944,37120.0,4222,3,7.3,8027.0,123,Drama,Family,Sport,0,1,M,F
"Most Beautiful (Ichiban utsukushiku), The",1944,36947.0,4698,3,5.6,2423.0,85,Drama,,,0,0,M,M
Lifeboat,1944,37017.0,5983,3,7.6,31247.0,97,Drama,War,,0,0,M,M
"Three Caballeros, The",1944,38166.0,6319,0,6.3,15623.0,71,Animation,Comedy,Family,0,1,M,M
Minstrel Man,1944,37076.0,6420,1,4.8,200.0,67,Musical,,,0,0,M,M
A Canterbury Tale,1944,36695.0,6515,3,7.3,6509.0,124,Comedy,Drama,Mystery,0,0,M,M
"Uninvited, The",1944,37415.0,9270,3,7.2,12495.0,99,Fantasy,Horror,Mystery,0,1,M,unknown
Die Feuerzangenbowle,1944,36818.0,9718,1,7.7,6621.0,97,Comedy,Family,,0,0,M,M
Mildred Pierce,1945,37913.0,794,3,7.9,28807.0,111,Crime,Drama,Film-Noir,0,1,M,M
I Know Where I&#39;m Going,1945,37800.0,1213,3,7.4,9815.0,92,Drama,Romance,,0,0,M,M
"Seventh Veil, The",1945,38924.0,1280,3,6.7,2384.0,94,Drama,Music,,0,1,unknown,F
Brief Encounter,1945,37558.0,1544,3,8.0,44375.0,86,Drama,Romance,,0,0,M,M
Along Came Jones,1945,37508.0,1639,0,6.5,2417.0,90,Comedy,Romance,Western,0,0,M,unknown
Isle of the Dead,1945,37820.0,2004,3,6.5,5273.0,71,Drama,Horror,Mystery,0,1,M,unknown
"Enchanted Cottage, The",1945,37671.0,2434,3,7.5,3534.0,91,Drama,Fantasy,Romance,0,0,M,unknown
"Objective, Burma!",1945,37954.0,3271,0,7.3,5561.0,142,Action,Adventure,Drama,0,0,M,M
"Lost Weekend, The",1945,37884.0,3583,2,7.9,40300.0,101,Drama,Film-Noir,,0,0,M,M
Detour,1945,37638.0,3999,1,7.3,19790.0,66,Crime,Drama,Film-Noir,0,0,M,M
Spellbound,1945,38109.0,4252,3,7.5,52360.0,111,Film-Noir,Mystery,Romance,0,1,M,M
"Rome, Open City",1945,38890.0,4428,3,8.0,29099.0,103,Drama,Thriller,War,0,0,M,M
Scarlet Street,1945,38057.0,5081,3,7.7,19269.0,102,Crime,Drama,Film-Noir,0,0,M,M
Children of Paradise,1945,37674.0,5129,2,8.3,21231.0,189,Drama,Romance,,0,0,M,M
Keep Your Powder Dry,1945,37843.0,5677,3,6.4,605.0,93,Drama,War,,0,1,M,F
"Woman in Green, The",1945,38259.0,5856,3,6.6,6896.0,68,Crime,Drama,Mystery,0,0,M,M
Anchors Aweigh,1945,37514.0,6017,0,7.0,9454.0,140,Comedy,Fantasy,Musical,0,1,M,F
Thin Man Goes Home,1945,37365.0,6848,2,7.3,6298.0,100,Comedy,Crime,Film-Noir,0,0,M,M
"Red Dragon, The",1945,38017.0,6945,1,6.3,745.0,64,Mystery,,,0,0,M,M
Dead of Night,1945,37635.0,7185,3,7.5,14259.0,77,Drama,Horror,,0,0,M,M
Les dames du Bois de Boulogne,1945,37630.0,7835,3,7.2,4846.0,86,Drama,Romance,,0,0,M,M
"Wicked Lady, The",1945,38250.0,9005,3,6.8,1645.0,97,Adventure,Drama,,1,1,F,F
Leave Her to Heaven,1945,37865.0,10235,3,7.6,14826.0,110,Drama,Film-Noir,Romance,0,0,M,unknown
"Corn Is Green, The",1945,37614.0,10345,3,7.3,3225.0,115,Drama,,,0,1,M,unknown
"Bells of St Mary&#39;s, The",1945,37536.0,10666,3,7.2,9400.0,126,Drama,,,0,0,M,M
Notorious,1946,38787.0,622,2,7.9,107509.0,102,Drama,Film-Noir,Romance,0,0,M,M
"Harvey Girls, The",1946,38589.0,786,3,7.0,4880.0,102,Comedy,Drama,History,0,1,M,M
"Big Sleep, The",1946,38355.0,971,1,7.9,90669.0,114,Crime,Film-Noir,Mystery,0,1,M,M
Stairway to Heaven,1946,38733.0,1231,0,8.0,25067.0,104,Drama,Fantasy,Romance,0,0,M,M
Beauty and the Beast,1946,38348.0,1268,3,7.9,28159.0,93,Drama,Fantasy,Romance,0,0,M,M
Deception,1946,38461.0,1377,0,7.0,4140.0,115,Drama,Film-Noir,Music,0,0,M,M
Devotion,1946,38474.0,1381,3,6.6,1016.0,107,Biography,Drama,Mystery,0,0,M,M
"Postman Always Rings Twice, The",1946,38854.0,1424,1,7.4,22964.0,113,Crime,Drama,Film-Noir,0,0,unknown,M
Two Sisters from Boston,1946,39054.0,1680,3,6.6,697.0,112,Comedy,Musical,Romance,0,0,M,M
It&#39;s a Wonderful Life,1946,38650.0,2235,3,8.6,500398.0,130,Drama,Family,Fantasy,0,1,M,F
"Jolson Story, The",1946,38661.0,2654,1,7.2,1772.0,128,Biography,Drama,Music,0,0,M,M
Gilda,1946,38559.0,2809,0,7.6,35417.0,110,Drama,Film-Noir,Romance,0,1,M,unknown
"Strange Woman, The",1946,38990.0,3145,3,6.5,2470.0,100,Drama,Romance,Thriller,0,0,M,M
My Darling Clementine,1946,38762.0,3783,1,7.7,25824.0,97,Drama,Romance,Western,0,0,M,M
"Best Years of Our Lives, The",1946,36868.0,3982,2,8.1,70808.0,170,Drama,Romance,War,0,0,M,M
Dressed to Kill,1946,38494.0,4002,3,6.8,6939.0,76,Crime,Mystery,,0,0,M,M
Duel in the sun,1946,38499.0,4900,2,6.7,9517.0,129,Drama,Romance,Western,0,0,M,M
"Chase, The",1946,38409.0,5497,1,6.4,2665.0,86,Crime,Film-Noir,Romance,0,1,M,M
Song of the South,1946,38969.0,5646,2,6.9,15283.0,94,Animation,Comedy,Family,0,0,unknown,M
Terror by Night,1946,39017.0,5872,1,6.7,6954.0,60,Crime,Drama,Film-Noir,0,0,M,M
"Dark Corner, The",1946,38453.0,5961,1,7.1,5234.0,99,Crime,Drama,Film-Noir,0,0,M,M
"Stranger, The",1946,38991.0,7671,3,7.3,28775.0,95,Crime,Drama,Film-Noir,0,0,M,M
Make Mine Music,1946,38718.0,8052,1,6.1,4974.0,75,Adventure,Animation,Comedy,0,1,M,M
"Years Between, The",1946,39112.0,8354,3,6.7,205.0,88,Drama,,,0,1,unknown,F
Great Expectations,1946,38574.0,9182,2,7.8,26471.0,118,Adventure,Drama,Mystery,0,0,M,M
She-Wolf of London,1946,38934.0,10597,3,5.2,3044.0,61,Crime,Horror,Mystery,0,0,M,M
Black Narcissus,1947,39192.0,1211,3,7.7,27809.0,101,Drama,,,0,0,M,unknown
"Exile, The",1947,39360.0,1235,1,6.6,562.0,95,Adventure,Romance,,0,0,M,unknown
Odd Man Out,1947,39677.0,1278,2,7.6,11450.0,116,Crime,Drama,Film-Noir,1,0,F,unknown
Good News,1947,39431.0,1679,2,6.7,2826.0,93,Comedy,Musical,Romance,0,1,M,M
"Shocking Miss Pilgrim, The",1947,39819.0,1681,3,6.4,507.0,85,Comedy,Musical,Romance,0,1,M,M
"Egg and I, The",1947,39349.0,2287,3,6.9,3079.0,108,Comedy,Romance,,0,1,M,F
"Paradine Case, The",1947,39694.0,2330,2,6.5,12431.0,125,Crime,Drama,Romance,0,1,M,M
"Ghost and Mrs. Muir, The",1947,39420.0,3047,3,7.8,20946.0,104,Comedy,Drama,Fantasy,0,0,M,M
Gunfighters,1947,39441.0,3112,2,6.3,924.0,87,Western,,,0,1,M,M
Crossfire,1947,39286.0,4411,2,7.3,9732.0,86,Crime,Drama,Film-Noir,0,0,M,M
Calendar Girl,1947,39236.0,5779,2,5.8,279.0,88,Musical,Romance,,0,1,M,F
Build My Gallows High,1947,39689.0,6550,2,8.0,41041.0,97,Crime,Drama,Film-Noir,0,0,M,M
Nada,1947,39650.0,7432,3,6.3,164.0,76,Drama,,,0,1,M,F
Fun &amp; Fancy Free,1947,39404.0,8053,1,6.4,9449.0,73,Adventure,Animation,Comedy,0,0,M,M
Body and Soul,1947,39204.0,8619,3,7.6,5375.0,104,Drama,Film-Noir,Sport,0,0,M,M
Dishonored Lady,1947,39324.0,8646,3,6.4,1696.0,85,Crime,Drama,,0,1,M,M
"Unfinished Dance, The",1947,39938.0,8729,3,6.5,508.0,101,Comedy,Drama,Musical,0,0,M,M
"Lady from Shanghai, The",1947,40525.0,8756,0,7.5,33454.0,87,Crime,Drama,Film-Noir,0,0,M,M
Miracle on 34th Street,1947,39628.0,8989,3,7.9,54998.0,96,Comedy,Drama,Family,0,1,M,M
Gentleman&#39;s Agreement,1947,39416.0,9598,1,7.2,17815.0,118,Drama,Romance,,1,1,F,F
"Voice of the Turtle, The",1947,39969.0,10350,3,6.8,805.0,103,Comedy,Romance,,0,0,M,M
Dark Passage,1947,39302.0,10523,2,7.5,22163.0,106,Film-Noir,Thriller,,0,0,M,M
Monsieur Verdoux,1947,39631.0,10635,3,7.8,19168.0,124,Comedy,Crime,Drama,0,0,M,M
"Red Shoes, The",1948,40725.0,1229,3,8.1,39307.0,135,Drama,Music,Romance,0,0,M,M
Hamlet,1948,40416.0,1232,1,7.6,18441.0,154,Drama,,,1,1,F,M
Bonnie Prince Charlie,1948,40183.0,1236,2,5.2,334.0,98,Biography,Drama,History,1,0,M,unknown
Enchantment,1948,40321.0,1241,3,7.2,1405.0,100,Drama,Romance,,0,0,M,M
Anna Karenina,1948,40098.0,1262,2,6.6,2956.0,139,Drama,Romance,,0,0,M,M
Red River,1948,40724.0,1320,0,7.8,34513.0,133,Drama,Western,,0,0,M,unknown
Command Decision,1948,40242.0,1354,0,7.3,2173.0,112,Action,Drama,War,0,0,M,M
Easter Parade,1948,40308.0,1677,3,7.3,11113.0,103,Musical,Romance,,0,1,M,M
Rope,1948,40746.0,2040,0,7.9,154382.0,80,Crime,Drama,Mystery,0,0,M,M
"Snake Pit, The",1948,40806.0,2098,3,7.6,8446.0,108,Drama,Mystery,,0,1,M,M
Casbah,1948,40214.0,2256,1,6.0,575.0,94,Crime,Musical,,0,1,M,F
"Fuller Brush Man, The",1948,40379.0,2300,1,6.8,656.0,93,Action,Adventure,Comedy,0,0,unknown,M
